MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,GrLivArea,FullBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,PavedDrive,MoSold,YrSold,SaleType,SaleCondition,SalePrice
120.0,186641.26585577757,3696.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,275573.5,180544.67460317462,177573.58892733563,181260.05263157896,173044.18112947658,8.0,5.0,1986.0,1986,170094.8115687993,176563.76987447697,159924.63513513515,164280.28502415458,3,2,149508.12223974764,178375.568627451,4,1,182896.38943028485,1088.0,1088.0,1,2.0,1.0,3,5.0,7,2,10,2007,171367.35477505918,173311.0876460768,170000.0
50.0,125457.08256880734,6000.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,124834.05172413793,180544.67460317462,177573.58892733563,181533.3168032787,142396.44805194804,4.0,6.0,1936.0,1950,170094.8115687993,176563.76987447697,149016.80681818182,149386.43691588784,2,2,131366.67465753425,178375.568627451,2,1,182896.38943028485,757.0,1324.0,1,3.0,1.0,2,6.0,7,2,7,2009,171367.35477505918,173311.0876460768,128000.0
20.0,186641.26585577757,11880.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,2,189050.0684931507,181205.75,177573.58892733563,181533.3168032787,173044.18112947658,7.0,5.0,1978.0,1978,170094.8115687993,176563.76987447697,175896.43055555556,168112.38732394367,2,2,149508.12223974764,178375.568627451,2,1,182896.38943028485,1601.0,1601.0,2,3.0,1.0,2,7.0,7,2,4,2009,143973.2558139535,142517.09405940594,157000.0
30.0,186641.26585577757,8400.0,177526.0560522696,162895.42864864864,143104.07936507938,177358.8269362577,174008.3174904943,2,142591.36,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,2.0,5.0,1920.0,1950,170094.8115687993,176563.76987447697,147215.9781553398,147579.0228426396,2,2,149508.12223974764,178375.568627451,2,0,107675.44444444444,438.0,438.0,1,1.0,1.0,1,3.0,7,0,1,2009,171367.35477505918,173311.0876460768,60000.0
20.0,186641.26585577757,9758.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,2,145825.02444444445,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,5.0,5.0,1971.0,1971,170094.8115687993,176563.76987447697,159924.63513513515,149386.43691588784,2,2,149508.12223974764,178375.568627451,2,1,182896.38943028485,950.0,950.0,1,3.0,1.0,2,5.0,7,2,7,2007,171367.35477505918,173311.0876460768,119500.0
20.0,186641.26585577757,7000.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,145825.02444444445,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,5.0,7.0,1960.0,2002,170094.8115687993,176563.76987447697,147215.9781553398,147579.0228426396,2,2,149508.12223974764,178375.568627451,4,1,182896.38943028485,1134.0,1134.0,1,2.0,1.0,2,6.0,7,2,4,2007,171367.35477505918,149600.0,135000.0
20.0,186641.26585577757,8910.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,177408.80608365018,2,145825.02444444445,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,6.0,6.0,1959.0,1959,206094.0541958042,176563.76987447697,191693.25,190821.0,2,2,149508.12223974764,178375.568627451,4,1,182896.38943028485,1194.0,1194.0,1,3.0,1.0,2,6.0,7,2,7,2006,171367.35477505918,173311.0876460768,159500.0
145.0,125457.08256880734,2016.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,104493.75,180544.67460317462,177573.58892733563,181260.05263157896,203636.7393258427,5.0,5.0,1970.0,1970,170094.8115687993,176563.76987447697,159924.63513513515,164280.28502415458,2,2,149508.12223974764,178375.568627451,2,1,182896.38943028485,630.0,1302.0,2,3.0,1.0,2,6.0,7,2,4,2007,171367.35477505918,173311.0876460768,106000.0
60.0,186641.26585577757,12256.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,177408.80608365018,2,297854.15853658534,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,8.0,5.0,1994.0,1995,170094.8115687993,176563.76987447697,159924.63513513515,164280.28502415458,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1500.0,2622.0,2,3.0,1.0,3,9.0,7,2,4,2010,171367.35477505918,173311.0876460768,325000.0
20.0,186641.26585577757,10357.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,177408.80608365018,2,186555.7966101695,142475.4814814815,177573.58892733563,181533.3168032787,173044.18112947658,7.0,5.0,1990.0,1991,206094.0541958042,176563.76987447697,159924.63513513515,164280.28502415458,3,2,217630.31607418857,178375.568627451,3,1,182896.38943028485,1442.0,1442.0,2,3.0,1.0,3,6.0,7,2,5,2007,171367.35477505918,173311.0876460768,179900.0
60.0,186641.26585577757,17673.5,177526.0560522696,212540.25,220184.57,177358.8269362577,213260.81914893616,2,192380.29746835443,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,7.0,5.0,2006.0,2006,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,887.0,2021.0,2,3.0,1.0,3,9.0,7,2,9,2006,254032.98770491802,251881.22,274725.0
60.0,186641.26585577757,8063.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,192380.29746835443,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,6.0,5.0,2000.0,2000,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,2,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,948.0,1690.0,2,3.0,1.0,2,7.0,7,2,11,2007,171367.35477505918,142517.09405940594,181000.0
20.0,186641.26585577757,11362.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,2,288322.5779220779,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,8.0,5.0,2004.0,2005,170094.8115687993,176563.76987447697,149016.80681818182,149386.43691588784,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1836.0,1836.0,2,3.0,1.0,3,7.0,7,2,3,2009,171367.35477505918,173311.0876460768,280000.0
60.0,186641.26585577757,8000.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,192380.29746835443,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,6.0,5.0,1995.0,1996,170094.8115687993,176563.76987447697,159924.63513513515,164280.28502415458,2,2,217630.31607418857,178375.568627451,3,1,182896.38943028485,773.0,1658.0,2,3.0,1.0,2,8.0,7,2,6,2008,171367.35477505918,173311.0876460768,188000.0
60.0,186641.26585577757,10480.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,189050.0684931507,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,7.0,6.0,1976.0,1976,206094.0541958042,176563.76987447697,175896.43055555556,168112.38732394367,2,2,149508.12223974764,178375.568627451,2,1,182896.38943028485,1098.0,1964.0,2,4.0,1.0,2,8.0,7,2,9,2008,171367.35477505918,173311.0876460768,205000.0
20.0,186641.26585577757,7100.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,177408.80608365018,2,145825.02444444445,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,5.0,7.0,1957.0,1957,170094.8115687993,176563.76987447697,148734.88461538462,154805.59210526315,2,2,149508.12223974764,178375.568627451,2,1,122196.89361702128,816.0,816.0,1,2.0,1.0,2,5.0,7,2,7,2006,171367.35477505918,173311.0876460768,129900.0
20.0,186641.26585577757,8923.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,145825.02444444445,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,5.0,7.0,1953.0,2006,170094.8115687993,176563.76987447697,147215.9781553398,147579.0228426396,2,2,149508.12223974764,178375.568627451,3,1,182896.38943028485,1008.0,1008.0,1,2.0,1.0,3,6.0,7,2,5,2007,171367.35477505918,173311.0876460768,134500.0
20.0,186641.26585577757,5400.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,127030.9424778761,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,5.0,7.0,1954.0,2000,170094.8115687993,176563.76987447697,149016.80681818182,149386.43691588784,2,3,149508.12223974764,178375.568627451,4,1,182896.38943028485,833.0,833.0,1,2.0,1.0,3,4.0,7,2,8,2006,171367.35477505918,173311.0876460768,117000.0
20.0,186641.26585577757,12085.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,288322.5779220779,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,8.0,5.0,2007.0,2007,206094.0541958042,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1734.0,1734.0,2,3.0,1.0,4,7.0,7,2,11,2007,254032.98770491802,251881.22,318000.0
80.0,186641.26585577757,7750.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,192380.29746835443,180544.67460317462,177573.58892733563,181533.3168032787,166627.03846153847,8.0,5.0,2002.0,2002,206094.0541958042,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,779.0,1419.0,2,3.0,1.0,3,7.0,7,2,3,2009,171367.35477505918,173311.0876460768,184100.0
20.0,186641.26585577757,9764.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,176773.3085106383,2,136793.13513513515,142475.4814814815,177573.58892733563,181533.3168032787,173044.18112947658,5.0,7.0,1967.0,2003,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,2,2,149508.12223974764,178375.568627451,4,1,182896.38943028485,894.0,894.0,1,3.0,1.0,3,5.0,7,2,5,2008,171367.35477505918,173311.0876460768,130000.0
80.0,186641.26585577757,13825.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,136793.13513513515,180544.67460317462,177573.58892733563,181533.3168032787,166627.03846153847,5.0,6.0,1958.0,1987,170094.8115687993,176563.76987447697,149016.80681818182,149386.43691588784,2,3,149508.12223974764,178375.568627451,2,1,182896.38943028485,1021.0,1601.0,1,3.0,1.0,2,6.0,5,2,12,2008,171367.35477505918,173311.0876460768,140000.0
20.0,186641.26585577757,7560.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,145825.02444444445,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,5.0,5.0,1959.0,1959,170094.8115687993,176563.76987447697,191693.25,147579.0228426396,2,2,149508.12223974764,178375.568627451,2,1,122196.89361702128,1040.0,1040.0,1,3.0,1.0,2,6.0,7,2,7,2006,171367.35477505918,173311.0876460768,133700.0
30.0,125457.08256880734,8263.0,177526.0560522696,162895.42864864864,143104.07936507938,177358.8269362577,174008.3174904943,1,100123.78378378379,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,6.0,5.0,1920.0,1950,170094.8115687993,176563.76987447697,191693.25,190821.0,2,2,131366.67465753425,178375.568627451,2,1,122196.89361702128,1012.0,1012.0,1,2.0,1.0,2,6.0,7,2,5,2007,171367.35477505918,173311.0876460768,118400.0
20.0,186641.26585577757,10084.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,197107.34,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,7.0,5.0,2005.0,2006,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1552.0,1552.0,2,3.0,1.0,3,7.0,7,2,7,2006,254032.98770491802,251881.22,212900.0
20.0,186641.26585577757,8926.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,177408.80608365018,2,128219.7,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,4.0,3.5,1956.0,1956,170094.8115687993,176563.76987447697,107385.55,114060.55,2,2,149508.12223974764,178375.568627451,4,1,122196.89361702128,960.0,960.0,1,3.0,1.0,2,5.0,7,2,10,2009,143973.2558139535,142517.09405940594,112000.0
20.0,186641.26585577757,9405.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,128219.7,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,5.0,7.5,1947.0,2008,206094.0541958042,176563.76987447697,208407.1941747573,208990.51785714287,2,4,149508.12223974764,178375.568627451,4,1,182896.38943028485,698.0,698.0,1,2.0,1.0,2,4.0,7,2,6,2009,171367.35477505918,173311.0876460768,118000.0
80.0,186641.26585577757,9125.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,2,192380.29746835443,180544.67460317462,177573.58892733563,181533.3168032787,166627.03846153847,7.0,5.0,1992.0,1992,170094.8115687993,176563.76987447697,159924.63513513515,164280.28502415458,2,2,217630.31607418857,178375.568627451,3,1,182896.38943028485,812.0,1482.0,2,3.0,1.0,3,7.0,7,2,7,2007,171367.35477505918,173311.0876460768,163900.0
20.0,186641.26585577757,10434.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,145825.02444444445,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,4.0,5.0,1955.0,1955,170094.8115687993,176563.76987447697,175896.43055555556,168112.38732394367,2,2,149508.12223974764,178375.568627451,2,1,182896.38943028485,1005.0,1005.0,1,2.0,1.0,1,5.0,7,2,11,2009,171367.35477505918,173311.0876460768,115000.0
120.0,186641.26585577757,3684.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,194870.88235294117,180544.67460317462,177573.58892733563,181260.05263157896,173044.18112947658,7.0,5.0,2007.0,2007,206094.0541958042,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1555.0,1555.0,2,2.0,1.0,3,7.0,7,2,6,2009,171367.35477505918,173311.0876460768,174000.0
20.0,186641.26585577757,14572.0,177526.0560522696,212540.25,176679.91456903127,177358.8269362577,177408.80608365018,2,192380.29746835443,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,7.0,5.0,2004.0,2004,206094.0541958042,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1530.0,1530.0,2,3.0,1.0,3,7.0,7,2,11,2007,171367.35477505918,149600.0,259000.0
60.0,186641.26585577757,11796.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,2,192380.29746835443,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,7.0,5.0,2004.0,2005,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,847.0,1959.0,2,4.0,1.0,3,8.0,7,2,7,2007,171367.35477505918,173311.0876460768,215000.0
90.0,125457.08256880734,7200.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,127030.9424778761,180544.67460317462,177573.58892733563,133541.07692307694,135074.48648648648,5.0,5.0,1980.0,1980,170094.8115687993,176563.76987447697,149016.80681818182,149386.43691588784,2,2,149508.12223974764,178375.568627451,2,1,182896.38943028485,936.0,936.0,1,2.0,1.0,2,4.0,7,2,8,2007,171367.35477505918,173311.0876460768,140000.0
50.0,186641.26585577757,7804.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,142591.36,180544.67460317462,177573.58892733563,181533.3168032787,142396.44805194804,4.0,3.5,1928.0,1950,170094.8115687993,176563.76987447697,148734.88461538462,168112.38732394367,2,2,131366.67465753425,178375.568627451,2,1,182896.38943028485,1328.0,1981.0,2,4.0,1.0,3,7.0,5,2,12,2009,171367.35477505918,173311.0876460768,135000.0
20.0,186641.26585577757,10712.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,156270.1224489796,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,5.0,5.0,1991.0,1992,170094.8115687993,176563.76987447697,159924.63513513515,164280.28502415458,2,2,217630.31607418857,178375.568627451,2,1,182896.38943028485,974.0,974.0,1,3.0,1.0,2,5.0,7,2,9,2007,119850.0,142517.09405940594,93500.0
70.0,125457.08256880734,9900.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,127030.9424778761,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,6.0,4.0,1885.0,1950,170094.8115687993,176563.76987447697,147215.9781553398,147579.0228426396,2,2,131366.67465753425,164689.80555555556,2,1,182896.38943028485,1178.0,2210.0,2,4.5,1.0,1,8.0,7,0,5,2007,171367.35477505918,173311.0876460768,117500.0
60.0,186641.26585577757,9828.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,2,186555.7966101695,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,8.0,5.0,1995.0,1995,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1142.0,2020.0,2,3.0,1.0,3,8.0,7,2,6,2009,171367.35477505918,173311.0876460768,239500.0
60.0,186641.26585577757,8773.0,177526.0560522696,200291.10640495867,220184.57,177358.8269362577,174008.3174904943,2,192380.29746835443,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,6.0,5.0,1997.0,1997,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,2,2,217630.31607418857,178375.568627451,3,1,182896.38943028485,916.0,1600.0,2,3.0,1.0,2,7.0,7,2,8,2007,171367.35477505918,173311.0876460768,169000.0
30.0,125457.08256880734,6180.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,177408.80608365018,2,124834.05172413793,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,6.0,5.0,1926.0,1950,170094.8115687993,176563.76987447697,147215.9781553398,147579.0228426396,2,2,131366.67465753425,178375.568627451,2,0,182896.38943028485,986.0,986.0,1,2.0,1.0,2,5.0,7,2,5,2007,171367.35477505918,173311.0876460768,102000.0
50.0,186641.26585577757,9600.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,145825.02444444445,180544.67460317462,177573.58892733563,181533.3168032787,142396.44805194804,6.0,5.0,1950.0,1950,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,2,2,149508.12223974764,178375.568627451,2,1,122196.89361702128,1032.0,1252.0,1,3.0,1.0,2,6.0,7,2,4,2008,171367.35477505918,142517.09405940594,119000.0
50.0,186641.26585577757,6342.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,136793.13513513515,142475.4814814815,177573.58892733563,181533.3168032787,142396.44805194804,5.0,7.5,1885.0,1996,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,2,3,149508.12223974764,178375.568627451,3,0,182896.38943028485,780.0,1020.0,1,2.0,1.0,2,6.0,7,0,5,2010,171367.35477505918,173311.0876460768,94000.0
20.0,186641.26585577757,9819.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,1,156270.1224489796,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,6.0,5.0,1977.0,1977,170094.8115687993,176563.76987447697,175896.43055555556,211477.5,2,2,217630.31607418857,178375.568627451,2,1,182896.38943028485,1567.0,1567.0,2,2.0,1.0,3,5.0,7,2,5,2009,171367.35477505918,173311.0876460768,196000.0
30.0,186641.26585577757,8731.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,2,124834.05172413793,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,5.0,5.0,1920.0,1950,170094.8115687993,176563.76987447697,159813.0,154329.67307692306,2,1,131366.67465753425,178375.568627451,2,1,182896.38943028485,1167.0,1167.0,1,3.0,1.0,2,6.0,3,2,5,2007,171367.35477505918,173311.0876460768,144000.0
20.0,186641.26585577757,7350.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,177408.80608365018,2,145825.02444444445,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,5.0,7.0,1951.0,1951,170094.8115687993,176563.76987447697,159924.63513513515,164280.28502415458,2,2,149508.12223974764,178375.568627451,2,1,182896.38943028485,952.0,952.0,1,2.0,1.0,2,4.0,7,2,6,2008,143973.2558139535,142517.09405940594,139000.0
60.0,186641.26585577757,10304.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,213260.81914893616,2,189050.0684931507,212817.76315789475,177573.58892733563,181533.3168032787,203636.7393258427,5.0,7.0,1976.0,1976,170094.8115687993,176563.76987447697,175896.43055555556,168112.38732394367,2,3,149508.12223974764,178375.568627451,4,1,182896.38943028485,1088.0,1868.0,2,4.0,1.0,3,9.0,7,2,10,2009,171367.35477505918,173311.0876460768,197500.0
60.0,186641.26585577757,9965.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,197107.34,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,8.0,5.0,2006.0,2007,206094.0541958042,176563.76987447697,208407.1941747573,208990.51785714287,3,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1466.0,2747.625,3,4.0,1.0,3,10.0,7,2,4,2007,254032.98770491802,251881.22,340037.5
20.0,186641.26585577757,9000.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,136793.13513513515,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,5.0,3.5,1959.0,1959,170094.8115687993,176563.76987447697,147215.9781553398,168112.38732394367,2,2,149508.12223974764,178375.568627451,2,1,182896.38943028485,1006.0,1006.0,1,3.0,1.0,2,5.0,7,2,7,2008,171367.35477505918,173311.0876460768,80000.0
145.0,186641.26585577757,12180.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,128219.7,180544.67460317462,177573.58892733563,128432.25806451614,142396.44805194804,4.0,4.0,1941.0,1950,170094.8115687993,176563.76987447697,149016.80681818182,149386.43691588784,2,1,131366.67465753425,75271.42857142857,1,0,122196.89361702128,672.0,924.0,1,2.0,1.0,1,5.0,7,2,7,2010,171367.35477505918,173311.0876460768,80000.0
50.0,125457.08256880734,6240.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,124834.05172413793,180544.67460317462,177573.58892733563,181533.3168032787,142396.44805194804,5.0,6.0,1928.0,1950,170094.8115687993,176563.76987447697,149016.80681818182,149386.43691588784,2,2,131366.67465753425,178375.568627451,4,1,182896.38943028485,1042.0,1576.0,1,3.0,1.0,2,8.0,7,2,8,2006,171367.35477505918,149600.0,149000.0
20.0,186641.26585577757,11200.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,186555.7966101695,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,6.0,5.0,1985.0,1985,170094.8115687993,176563.76987447697,147215.9781553398,154805.59210526315,3,2,149508.12223974764,178375.568627451,2,1,182896.38943028485,1298.0,1298.0,2,3.0,1.0,3,5.0,7,2,5,2006,171367.35477505918,173311.0876460768,180000.0
70.0,186641.26585577757,12000.0,177526.0560522696,162895.42864864864,143104.07936507938,177358.8269362577,174008.3174904943,2,208419.08823529413,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,7.0,7.0,1941.0,1950,170094.8115687993,176563.76987447697,149016.80681818182,149386.43691588784,2,2,149508.12223974764,178375.568627451,4,1,182896.38943028485,860.0,1564.0,1,3.0,1.0,1,7.0,7,2,7,2009,171367.35477505918,173311.0876460768,174500.0
50.0,125457.08256880734,5700.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,127030.9424778761,180544.67460317462,177573.58892733563,181533.3168032787,142396.44805194804,7.0,7.0,1926.0,1950,170094.8115687993,176563.76987447697,147215.9781553398,147579.0228426396,2,2,217630.31607418857,178375.568627451,2,1,182896.38943028485,572.0,1111.0,1,2.0,1.0,2,5.0,7,2,8,2008,171367.35477505918,173311.0876460768,116900.0
70.0,125457.08256880734,9000.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,127030.9424778761,132279.94791666666,177573.58892733563,181533.3168032787,203636.7393258427,7.0,7.5,1920.0,1988,206094.0541958042,176563.76987447697,208407.1941747573,208990.51785714287,2,3,217630.31607418857,178375.568627451,4,1,182896.38943028485,832.0,1482.0,1,3.0,1.0,2,7.0,7,2,7,2009,171367.35477505918,173311.0876460768,143000.0
20.0,186641.26585577757,8280.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,2,145825.02444444445,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,6.0,5.0,1950.0,1950,170094.8115687993,176563.76987447697,191693.25,190821.0,2,2,149508.12223974764,178375.568627451,4,1,122196.89361702128,932.0,932.0,1,2.0,1.0,3,4.0,7,2,11,2007,171367.35477505918,173311.0876460768,124000.0
20.0,186641.26585577757,17673.5,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,174008.3174904943,2,128219.7,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,5.0,4.0,1959.0,1959,170094.8115687993,176563.76987447697,159924.63513513515,168112.38732394367,2,2,149508.12223974764,178375.568627451,2,1,182896.38943028485,1466.0,1466.0,1,3.0,1.0,1,6.0,7,2,11,2006,171367.35477505918,173311.0876460768,149900.0
20.0,186641.26585577757,14115.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,2,208419.08823529413,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,6.0,7.0,1956.0,2004,170094.8115687993,176563.76987447697,258500.0,158224.8,2,2,217630.31607418857,178375.568627451,4,1,182896.38943028485,1811.0,1811.0,1,2.0,1.0,4,6.0,7,2,7,2006,171367.35477505918,142517.09405940594,230000.0
30.0,125457.08256880734,5890.0,177526.0560522696,162895.42864864864,176679.91456903127,177358.8269362577,177408.80608365018,2,100123.78378378379,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,6.0,7.5,1930.0,2007,170094.8115687993,176563.76987447697,147215.9781553398,147579.0228426396,3,3,131366.67465753425,178375.568627451,4,1,182896.38943028485,816.0,816.0,1,2.0,1.0,2,5.0,7,2,6,2008,171367.35477505918,173311.0876460768,120500.0
60.0,186641.26585577757,13700.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,174008.3174904943,2,145825.02444444445,180544.67460317462,177573.58892733563,181533.3168032787,203636.7393258427,7.0,6.0,1965.0,1988,170094.8115687993,176563.76987447697,208407.1941747573,208990.51785714287,2,2,149508.12223974764,178375.568627451,2,1,182896.38943028485,902.0,1820.0,1,4.0,1.0,3,8.0,7,2,5,2008,171367.35477505918,173311.0876460768,201800.0
20.0,186641.26585577757,10768.0,177526.0560522696,200291.10640495867,176679.91456903127,177358.8269362577,177408.80608365018,2,234685.22727272726,180544.67460317462,177573.58892733563,181533.3168032787,173044.18112947658,5.0,7.5,1976.0,2004,170094.8115687993,176563.76987447697,175896.43055555556,168112.38732394367,3,3,149508.12223974764,178375.568627451,2,1,182896.38943028485,1437.0,1437.0,2,3.0,1.0,3,6.0,7,2,7,2007,171367.35477505918,173311.0876460768,218000.0
